seed,shift_name,severity_name,scenario_parameters,method_name,alpha,abstention_policy,abstention_threshold,class,metric_name,metric_value
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,Shirt,coverage,0.286
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,Sneaker,average_set_size,0.946
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,Sneaker,coverage,0.89
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,T-shirt/top,average_set_size,0.827
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,T-shirt/top,coverage,0.811
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,Trouser,average_set_size,0.975
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,,,Trouser,coverage,0.961
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Ankle boot,average_set_size,0.918
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Ankle boot,coverage,0.918
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Bag,average_set_size,0.898
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Bag,coverage,0.897
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Coat,average_set_size,0.181
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Coat,coverage,0.179
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Dress,average_set_size,0.534
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Dress,coverage,0.532
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Pullover,average_set_size,0.088
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Pullover,coverage,0.085
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Sandal,average_set_size,0.811
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Sandal,coverage,0.792
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Shirt,average_set_size,0.141
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Shirt,coverage,0.092
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Sneaker,average_set_size,0.638
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Sneaker,coverage,0.634
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,T-shirt/top,average_set_size,0.585
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,T-shirt/top,coverage,0.581
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Trouser,average_set_size,0.931
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,,,Trouser,coverage,0.926
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Ankle boot,average_set_size,0.968
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Ankle boot,coverage,0.953
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Bag,average_set_size,0.987
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Bag,coverage,0.939
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Coat,average_set_size,1.473
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Coat,coverage,0.978
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Dress,average_set_size,1.191
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Dress,coverage,0.951
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Pullover,average_set_size,1.462
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Pullover,coverage,0.958
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Sandal,average_set_size,0.954
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Sandal,coverage,0.934
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Shirt,average_set_size,1.577
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Shirt,coverage,0.92
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Sneaker,average_set_size,0.953
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Sneaker,coverage,0.942
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,T-shirt/top,average_set_size,1.315
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,T-shirt/top,coverage,0.944
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Trouser,average_set_size,0.985
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.05,,,Trouser,coverage,0.951
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Ankle boot,average_set_size,0.881
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Ankle boot,coverage,0.877
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Bag,average_set_size,0.851
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Bag,coverage,0.837
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Coat,average_set_size,1.147
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Coat,coverage,0.934
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Dress,average_set_size,0.97
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Dress,coverage,0.873
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Pullover,average_set_size,1.161
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Pullover,coverage,0.893
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Sandal,average_set_size,0.854
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Sandal,coverage,0.847
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Shirt,average_set_size,1.191
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Shirt,coverage,0.843
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Sneaker,average_set_size,0.881
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Sneaker,coverage,0.878
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,T-shirt/top,average_set_size,1.088
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,T-shirt/top,coverage,0.907
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Trouser,average_set_size,0.894
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.1,,,Trouser,coverage,0.883
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Ankle boot,average_set_size,0.744
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Ankle boot,coverage,0.743
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Bag,average_set_size,0.668
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Bag,coverage,0.666
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Coat,average_set_size,0.896
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Coat,coverage,0.816
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Dress,average_set_size,0.77
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Dress,coverage,0.736
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Pullover,average_set_size,0.877
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Pullover,coverage,0.767
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Sandal,average_set_size,0.684
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Sandal,coverage,0.683
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Shirt,average_set_size,0.866
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Shirt,coverage,0.716
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Sneaker,average_set_size,0.745
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Sneaker,coverage,0.744
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,T-shirt/top,average_set_size,0.89
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,T-shirt/top,coverage,0.812
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Trouser,average_set_size,0.655
17,gaussian_blur,mild,"{""sigma"":0.5}",class_conditional_conformal,0.2,,,Trouser,coverage,0.652
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Ankle boot,f1,0.9655511811023622
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Ankle boot,precision,0.9505813953488372
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Ankle boot,recall,0.981
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Bag,f1,0.9829488465396189
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Bag,precision,0.9859154929577465
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Bag,recall,0.98
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Coat,f1,0.859086491739553
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Coat,precision,0.8355387523629489
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Coat,recall,0.884
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Dress,f1,0.916583912611718
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Dress,precision,0.9102564102564102
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Dress,recall,0.923
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Pullover,f1,0.86414708886619
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Pullover,precision,0.8830897703549061
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Pullover,recall,0.846
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sandal,f1,0.9788519637462235
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sandal,precision,0.9858012170385395
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sandal,recall,0.972
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Shirt,f1,0.7225244831338411
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Shirt,precision,0.7923627684964201
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Shirt,recall,0.664
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sneaker,f1,0.9587109768378651
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sneaker,precision,0.9655172413793104
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Sneaker,recall,0.952
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,T-shirt/top,f1,0.8575445173383318
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,T-shirt/top,precision,0.8068783068783069
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,T-shirt/top,recall,0.915
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Trouser,f1,0.985
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Trouser,precision,0.985
17,gaussian_blur,mild,"{""sigma"":0.5}",raw_softmax,,,,Trouser,recall,0.985
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Ankle boot,average_set_size,1.033
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Ankle boot,coverage,0.992
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Bag,average_set_size,1.011
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Bag,coverage,0.981
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Coat,average_set_size,1.165
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Coat,coverage,0.941
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Dress,average_set_size,1.079
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Dress,coverage,0.951
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Pullover,average_set_size,1.181
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Pullover,coverage,0.906
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Sandal,average_set_size,1.029
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Sandal,coverage,0.983
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Shirt,average_set_size,1.3
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Shirt,coverage,0.79
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Sneaker,average_set_size,1.086
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Sneaker,coverage,0.981
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,T-shirt/top,average_set_size,1.112
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,T-shirt/top,coverage,0.942
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Trouser,average_set_size,1.012
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,,,Trouser,coverage,0.989
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Ankle boot,average_set_size,0.997
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Ankle boot,coverage,0.979
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Bag,average_set_size,0.985
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Bag,coverage,0.975
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Coat,average_set_size,0.91
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Coat,coverage,0.844
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Dress,average_set_size,0.926
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Dress,coverage,0.879
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Pullover,average_set_size,0.893
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Pullover,coverage,0.793
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Sandal,average_set_size,0.993
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Sandal,coverage,0.969
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Shirt,average_set_size,0.828
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Shirt,coverage,0.578
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Sneaker,average_set_size,0.989
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Sneaker,coverage,0.943
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,T-shirt/top,average_set_size,0.927
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,T-shirt/top,coverage,0.885
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Trouser,average_set_size,0.987
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,,,Trouser,coverage,0.978
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Ankle boot,average_set_size,0.946
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Ankle boot,coverage,0.943
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Bag,average_set_size,0.954
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Bag,coverage,0.952
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Coat,average_set_size,0.588
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Coat,coverage,0.576
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Dress,average_set_size,0.761
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Dress,coverage,0.754
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Pullover,average_set_size,0.628
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Pullover,coverage,0.606
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Sandal,average_set_size,0.95
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Sandal,coverage,0.941
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Shirt,average_set_size,0.413
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Shirt,coverage,0.351
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Sneaker,average_set_size,0.848
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Sneaker,coverage,0.838
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,T-shirt/top,average_set_size,0.716
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,T-shirt/top,coverage,0.705
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Trouser,average_set_size,0.968
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,,,Trouser,coverage,0.966
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Ankle boot,average_set_size,0.918
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Ankle boot,coverage,0.913
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Bag,average_set_size,0.71
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Bag,coverage,0.587
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Coat,average_set_size,2.272
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Coat,coverage,0.953
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Dress,average_set_size,1.222
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Dress,coverage,0.924
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Pullover,average_set_size,2.424
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Pullover,coverage,0.958
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Sandal,average_set_size,0.521
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Sandal,coverage,0.4
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Shirt,average_set_size,2.21
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Shirt,coverage,0.897
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Sneaker,average_set_size,0.808
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Sneaker,coverage,0.796
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,T-shirt/top,average_set_size,1.59
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,T-shirt/top,coverage,0.876
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Trouser,average_set_size,0.376
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.05,,,Trouser,coverage,0.157
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Ankle boot,average_set_size,0.534
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Ankle boot,coverage,0.533
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Bag,average_set_size,0.064
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Bag,coverage,0.031
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Coat,average_set_size,1.097
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Coat,coverage,0.755
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Dress,average_set_size,0.739
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Dress,coverage,0.686
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Pullover,average_set_size,1.222
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Pullover,coverage,0.523
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Sandal,average_set_size,0.164
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Sandal,coverage,0.14
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Shirt,average_set_size,1.035
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Shirt,coverage,0.62
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Sneaker,average_set_size,0.509
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Sneaker,coverage,0.509
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,T-shirt/top,average_set_size,0.934
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,T-shirt/top,coverage,0.771
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Trouser,average_set_size,0.029
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.1,,,Trouser,coverage,0.0
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Ankle boot,average_set_size,0.013
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Ankle boot,coverage,0.012
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Bag,average_set_size,0.005
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Bag,coverage,0.0
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Coat,average_set_size,0.272
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Coat,coverage,0.228
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Dress,average_set_size,0.17
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Dress,coverage,0.161
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Pullover,average_set_size,0.187
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Pullover,coverage,0.073
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Sandal,average_set_size,0.008
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Sandal,coverage,0.008
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Shirt,average_set_size,0.363
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Shirt,coverage,0.253
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Sneaker,average_set_size,0.184
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Sneaker,coverage,0.184
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,T-shirt/top,average_set_size,0.644
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,T-shirt/top,coverage,0.607
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Trouser,average_set_size,0.001
17,gaussian_blur,strong,"{""sigma"":1.5}",class_conditional_conformal,0.2,,,Trouser,coverage,0.0
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Ankle boot,f1,0.8858038513210927
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Ankle boot,precision,0.8021086780210868
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Ankle boot,recall,0.989
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Bag,f1,0.9605133267522211
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Bag,precision,0.9483430799220273
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Bag,recall,0.973
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Coat,f1,0.7184737087017218
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Coat,precision,0.6718885987815492
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Coat,recall,0.772
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Dress,f1,0.779777206512425
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Dress,precision,0.6821589205397302
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Dress,recall,0.91
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Pullover,f1,0.6464530892448512
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Pullover,precision,0.7553475935828877
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Pullover,recall,0.565
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Sandal,f1,0.8433179723502304
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Sandal,precision,0.9945652173913043
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Sandal,recall,0.732
17,gaussian_blur,strong,"{""sigma"":1.5}",raw_softmax,,,,Shirt,f1,0.44510385756676557
