seed,shift_name,severity_name,scenario_parameters,method_name,alpha,abstention_policy,abstention_threshold,bin_index,lower_bound,upper_bound,sample_count,average_confidence,empirical_accuracy
17,gaussian_noise,medium,"{""std"":0.2}",raw_softmax,,,,7,0.7,0.8,816.0,0.751929258452911,0.4534313725490196
17,gaussian_noise,medium,"{""std"":0.2}",raw_softmax,,,,8,0.8,0.9,1112.0,0.8552160566444877,0.45593525179856115
17,gaussian_noise,medium,"{""std"":0.2}",raw_softmax,,,,9,0.9,1.0,6136.0,0.9822973345528991,0.7781942633637549
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,1,0.1,0.2,0.0,,
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,2,0.2,0.3,37.0,0.2788073456770665,0.16216216216216217
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,3,0.3,0.4,232.0,0.35811485452898617,0.38362068965517243
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,4,0.4,0.5,536.0,0.4567538012764347,0.3694029850746269
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,5,0.5,0.6,939.0,0.5500195227618924,0.3919062832800852
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,6,0.6,0.7,860.0,0.6515167488608249,0.43953488372093025
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,7,0.7,0.8,977.0,0.751995274574022,0.46673490276356194
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,8,0.8,0.9,1281.0,0.8520993725756572,0.516783762685402
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,,,9,0.9,1.0,5138.0,0.9787675833808814,0.8260023355391203
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,0,0.0,0.1,0.0,,
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,1,0.1,0.2,0.0,,
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,2,0.2,0.3,6.0,0.2732841521501541,0.16666666666666666
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,3,0.3,0.4,69.0,0.369145100099453,0.2463768115942029
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,4,0.4,0.5,235.0,0.4628045788470735,0.37446808510638296
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,5,0.5,0.6,622.0,0.5502093337548124,0.5032154340836013
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,6,0.6,0.7,598.0,0.6519646460196645,0.5919732441471572
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,7,0.7,0.8,676.0,0.7508638362736392,0.6449704142011834
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,8,0.8,0.9,861.0,0.8530573624767077,0.7247386759581882
17,gaussian_noise,mild,"{""std"":0.1}",raw_softmax,,,,9,0.9,1.0,6933.0,0.9878768969042965,0.9635078609548536
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,1,0.1,0.2,0.0,,
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,2,0.2,0.3,13.0,0.2610065432695242,0.23076923076923078
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,3,0.3,0.4,120.0,0.3628243980308374,0.3
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,4,0.4,0.5,389.0,0.45988983283619034,0.455012853470437
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,5,0.5,0.6,753.0,0.5494292074465656,0.5351925630810093
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,6,0.6,0.7,754.0,0.6508698945652585,0.6312997347480106
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,7,0.7,0.8,779.0,0.7507090198213237,0.699614890885751
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,8,0.8,0.9,981.0,0.8530694176419187,0.8012232415902141
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,,,9,0.9,1.0,6211.0,0.9856251268221011,0.9800354210272098
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,0,0.0,0.1,0.0,,
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,1,0.1,0.2,0.0,,
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,2,0.2,0.3,3.0,0.28347162405649823,0.3333333333333333
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,3,0.3,0.4,57.0,0.3646624323568846,0.24561403508771928
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,4,0.4,0.5,217.0,0.45973389077296456,0.2995391705069124
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,5,0.5,0.6,646.0,0.5492717977094207,0.22910216718266255
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,6,0.6,0.7,634.0,0.6518889759617273,0.2807570977917981
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,7,0.7,0.8,758.0,0.7514233816424901,0.25857519788918204
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,8,0.8,0.9,1111.0,0.8540516143227138,0.24392439243924394
17,gaussian_noise,strong,"{""std"":0.3}",raw_softmax,,,,9,0.9,1.0,6574.0,0.9794457440123139,0.40006084575600853
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,1,0.1,0.2,0.0,,
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,2,0.2,0.3,9.0,0.27755778200096554,0.3333333333333333
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,3,0.3,0.4,121.0,0.36189898577603424,0.2975206611570248
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,4,0.4,0.5,372.0,0.4616083960219096,0.239247311827957
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,5,0.5,0.6,809.0,0.5480031976004319,0.26081582200247216
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,6,0.6,0.7,820.0,0.6510809676676261,0.26707317073170733
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,7,0.7,0.8,969.0,0.7524752889378276,0.2476780185758514
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,8,0.8,0.9,1477.0,0.8538603991290243,0.24644549763033174
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,,,9,0.9,1.0,5423.0,0.9732755366317817,0.43167988198414164
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,0,0.0,0.1,0.0,,
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,1,0.1,0.2,2.0,0.19007118791341782,0.0
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,2,0.2,0.3,94.0,0.2738343602482309,0.22340425531914893
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,3,0.3,0.4,603.0,0.3586240862534809,0.26533996683250416
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,4,0.4,0.5,1173.0,0.4541065621000015,0.2804774083546462
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,5,0.5,0.6,1375.0,0.5492822044545954,0.3330909090909091
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,6,0.6,0.7,1260.0,0.6493533617920346,0.35793650793650794
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,7,0.7,0.8,1123.0,0.7487056364677681,0.4238646482635797
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,8,0.8,0.9,1151.0,0.8503653289544696,0.47002606429192006
17,rotation,medium,"{""degrees"":20.0}",raw_softmax,,,,9,0.9,1.0,3219.0,0.9770261457744834,0.8077042559801181
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,1,0.1,0.2,4.0,0.18301120772957802,0.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,2,0.2,0.3,246.0,0.27235844785847313,0.23983739837398374
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,3,0.3,0.4,1037.0,0.35697459950396504,0.266152362584378
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,4,0.4,0.5,1594.0,0.45170538742539273,0.30614805520702637
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,5,0.5,0.6,1560.0,0.5483150671689938,0.35384615384615387
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,6,0.6,0.7,1189.0,0.6478867369403951,0.41379310344827586
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,7,0.7,0.8,1014.0,0.7484955337390862,0.48422090729783035
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,8,0.8,0.9,885.0,0.8493546418550998,0.5728813559322034
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,,,9,0.9,1.0,2471.0,0.9752700023446571,0.8785916632942129
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,0,0.0,0.1,0.0,,
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,1,0.1,0.2,0.0,,
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,2,0.2,0.3,24.0,0.27643332816660404,0.3333333333333333
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,3,0.3,0.4,226.0,0.3680330849854292,0.3805309734513274
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,4,0.4,0.5,569.0,0.45636449437359305,0.4797891036906854
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,5,0.5,0.6,854.0,0.5494806016217351,0.5761124121779859
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,6,0.6,0.7,813.0,0.6509414079151177,0.6445264452644527
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,7,0.7,0.8,847.0,0.7503285305981372,0.7497048406139315
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,8,0.8,0.9,1121.0,0.8505297069247549,0.8099910793933988
17,rotation,mild,"{""degrees"":10.0}",raw_softmax,,,,9,0.9,1.0,5546.0,0.9829117131607222,0.9799855751893256
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,1,0.1,0.2,0.0,,
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,2,0.2,0.3,53.0,0.2695360045950368,0.2830188679245283
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,3,0.3,0.4,402.0,0.3596028002043862,0.42039800995024873
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,4,0.4,0.5,864.0,0.4536535826822122,0.5370370370370371
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,5,0.5,0.6,1000.0,0.5495491353273392,0.621
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,6,0.6,0.7,926.0,0.6498493204621465,0.7278617710583153
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,7,0.7,0.8,1011.0,0.7502135245311862,0.8090999010880316
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,8,0.8,0.9,1099.0,0.8517657398526727,0.9117379435850773
17,rotation,mild,"{""degrees"":10.0}",temperature_scaled,,,,9,0.9,1.0,4645.0,0.9811942381802364,0.9898815931108719
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,0,0.0,0.1,0.0,,
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,1,0.1,0.2,2.0,0.1829325407743454,0.0
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,2,0.2,0.3,150.0,0.2663682916760445,0.16
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,3,0.3,0.4,492.0,0.3577183538941833,0.22967479674796748
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,4,0.4,0.5,1042.0,0.45556811393451324,0.19193857965451055
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,5,0.5,0.6,1410.0,0.5500641341327775,0.20354609929078013
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,6,0.6,0.7,1331.0,0.6502893937879,0.21788129226145755
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,7,0.7,0.8,1268.0,0.7501220181349324,0.25157728706624605
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,8,0.8,0.9,1301.0,0.8502556991797058,0.3320522674865488
17,rotation,strong,"{""degrees"":30.0}",raw_softmax,,,,9,0.9,1.0,3004.0,0.9675923836096307,0.48868175765645805
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,0,0.0,0.1,0.0,,
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,1,0.1,0.2,13.0,0.18827812029765204,0.23076923076923078
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,2,0.2,0.3,308.0,0.26317495412447234,0.2012987012987013
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,3,0.3,0.4,884.0,0.3570470916469712,0.20135746606334842
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,4,0.4,0.5,1526.0,0.45358557005072325,0.19724770642201836
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,5,0.5,0.6,1664.0,0.5479533706003656,0.20973557692307693
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,6,0.6,0.7,1309.0,0.6494185584387404,0.26814362108479756
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,7,0.7,0.8,1164.0,0.7487243231117111,0.313573883161512
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,8,0.8,0.9,1192.0,0.8521181949533072,0.36828859060402686
17,rotation,strong,"{""degrees"":30.0}",temperature_scaled,,,,9,0.9,1.0,1940.0,0.9638416498592219,0.5592783505154639
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,2,0.2,0.3,1.0,0.22194397449493408,0.0
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,3,0.3,0.4,51.0,0.3679964513170953,0.45098039215686275
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,4,0.4,0.5,167.0,0.45945709693931536,0.3772455089820359
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,5,0.5,0.6,428.0,0.5495592987983027,0.5397196261682243
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,6,0.6,0.7,434.0,0.6492879239644872,0.6059907834101382
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,7,0.7,0.8,477.0,0.7495914403997377,0.7044025157232704
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,8,0.8,0.9,622.0,0.8536256416625915,0.8247588424437299
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",raw_softmax,,,,9,0.9,1.0,7820.0,0.9907035237687933,0.9785166240409208
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,2,0.2,0.3,3.0,0.2673247555891673,0.6666666666666666
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,3,0.3,0.4,69.0,0.3629192373026972,0.4057971014492754
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,4,0.4,0.5,209.0,0.45824420509155855,0.41626794258373206
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,5,0.5,0.6,489.0,0.5500182073052919,0.5501022494887525
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,6,0.6,0.7,500.0,0.6513814738988877,0.634
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,7,0.7,0.8,499.0,0.750440993504916,0.7595190380761523
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,8,0.8,0.9,698.0,0.8543925365609221,0.8538681948424068
42,brightness_contrast,increased_contrast,"{""brightness"":1.0,""contrast"":1.5}",temperature_scaled,,,,9,0.9,1.0,7533.0,0.989441892429128,0.9827425992300545
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,2,0.2,0.3,9.0,0.2830838726626502,0.2222222222222222
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,3,0.3,0.4,72.0,0.35980020297898185,0.2777777777777778
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,4,0.4,0.5,227.0,0.45716058827181744,0.4801762114537445
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,5,0.5,0.6,463.0,0.549686048123543,0.5658747300215983
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,6,0.6,0.7,501.0,0.649407848745525,0.6387225548902196
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,7,0.7,0.8,505.0,0.7497515503722842,0.7287128712871287
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,8,0.8,0.9,698.0,0.8560526936306995,0.8438395415472779
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",raw_softmax,,,,9,0.9,1.0,7525.0,0.989366938909423,0.9823255813953489
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,2,0.2,0.3,15.0,0.2782852778832118,0.26666666666666666
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,3,0.3,0.4,101.0,0.36064632517276424,0.31683168316831684
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,4,0.4,0.5,284.0,0.45816098646798603,0.5105633802816901
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,5,0.5,0.6,524.0,0.550271323960246,0.5629770992366412
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,6,0.6,0.7,562.0,0.6489501237020798,0.6814946619217082
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,7,0.7,0.8,530.0,0.7512348801459906,0.7716981132075472
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,8,0.8,0.9,807.0,0.8555306154112834,0.8847583643122676
42,brightness_contrast,mild_brightness,"{""brightness"":0.8,""contrast"":1.0}",temperature_scaled,,,,9,0.9,1.0,7177.0,0.9880965252565078,0.9864846035948168
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,2,0.2,0.3,14.0,0.28636277999196735,0.42857142857142855
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,3,0.3,0.4,118.0,0.3639498461606139,0.3474576271186441
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,4,0.4,0.5,307.0,0.45752644169990714,0.4560260586319218
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,5,0.5,0.6,563.0,0.5505877188001602,0.5168738898756661
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,6,0.6,0.7,568.0,0.6515873390394198,0.6426056338028169
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,7,0.7,0.8,545.0,0.7497501679516714,0.6990825688073394
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,8,0.8,0.9,756.0,0.8520449700336608,0.8148148148148148
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",raw_softmax,,,,9,0.9,1.0,7129.0,0.9885572823623334,0.9786786365549165
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,0,0.0,0.1,0.0,,
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,1,0.1,0.2,0.0,,
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,2,0.2,0.3,24.0,0.2794769449780385,0.375
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,3,0.3,0.4,166.0,0.36281531295144415,0.37349397590361444
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,4,0.4,0.5,379.0,0.45791156428784996,0.46437994722955145
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,5,0.5,0.6,629.0,0.550567932083421,0.5564387917329093
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,6,0.6,0.7,605.0,0.648145839793623,0.6743801652892562
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,7,0.7,0.8,619.0,0.7524416958958344,0.7592891760904685
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,8,0.8,0.9,810.0,0.8546372869132478,0.8419753086419753
42,brightness_contrast,strong_brightness,"{""brightness"":0.6,""contrast"":1.0}",temperature_scaled,,,,9,0.9,1.0,6768.0,0.9869233404438124,0.9840425531914894
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,0,0.0,0.1,0.0,,
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,1,0.1,0.2,0.0,,
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,2,0.2,0.3,2.0,0.28575755655765533,0.0
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,3,0.3,0.4,31.0,0.36579093048649447,0.3225806451612903
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,4,0.4,0.5,108.0,0.45949150483917306,0.4444444444444444
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,5,0.5,0.6,271.0,0.5503304347780797,0.5940959409594095
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,6,0.6,0.7,241.0,0.6510509230289222,0.6141078838174274
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,7,0.7,0.8,307.0,0.7502618740746564,0.7752442996742671
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,8,0.8,0.9,410.0,0.8541766362946208,0.8560975609756097
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",raw_softmax,,,,9,0.9,1.0,5630.0,0.9918417207089453,0.9856127886323268
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,0,0.0,0.1,0.0,,
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,1,0.1,0.2,0.0,,
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,2,0.2,0.3,3.0,0.2776351769765218,0.0
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,3,0.3,0.4,44.0,0.36045985330234875,0.36363636363636365
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,4,0.4,0.5,136.0,0.45719003808848996,0.4632352941176471
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,5,0.5,0.6,299.0,0.549523269452379,0.5919732441471572
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,6,0.6,0.7,284.0,0.651835893031577,0.6830985915492958
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,7,0.7,0.8,334.0,0.7497264937369409,0.8203592814371258
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,8,0.8,0.9,459.0,0.8545356933068087,0.8714596949891068
42,class_imbalance,moderate,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.5}",temperature_scaled,,,,9,0.9,1.0,5441.0,0.9907450956952986,0.9889726153280647
42,class_imbalance,strong,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.2}",raw_softmax,,,,0,0.0,0.1,0.0,,
42,class_imbalance,strong,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.2}",raw_softmax,,,,1,0.1,0.2,0.0,,
42,class_imbalance,strong,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.2}",raw_softmax,,,,2,0.2,0.3,3.0,0.27158279716968536,0.0
42,class_imbalance,strong,"{""majority_classes"":[0,1,8,9],""minority_fraction"":0.2}",raw_softmax,,,,3,0.3,0.4,22.0,0.3626208129254254,0.3181818181818182
