seed,shift_name,severity_name,scenario_parameters,method_name,alpha,abstention_policy,abstention_threshold,coverage,selective_risk,number_accepted,number_abstained
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.05,hybrid,0.7,0.683,0.03367496339677889,6830.0,3170.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.05,hybrid,0.8,0.582,0.016494845360824795,5820.0,4180.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.05,hybrid,0.9,0.4698,0.00808854831843342,4698.0,5302.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.05,hybrid,0.95,0.3818,0.0031430068098481367,3818.0,6182.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.05,singleton_conformal,,0.8467,0.07700484232904214,8467.0,1533.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.5,0.8455,0.07131874630396218,8455.0,1545.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.6,0.778,0.05257069408740356,7780.0,2220.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.7,0.6853,0.03429155114548377,6853.0,3147.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.8,0.582,0.016494845360824795,5820.0,4180.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.9,0.4698,0.00808854831843342,4698.0,5302.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,hybrid,0.95,0.3818,0.0031430068098481367,3818.0,6182.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.1,singleton_conformal,,0.8455,0.07131874630396218,8455.0,1545.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.5,0.5725,0.01554585152838428,5725.0,4275.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.6,0.5725,0.01554585152838428,5725.0,4275.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.7,0.5725,0.01554585152838428,5725.0,4275.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.8,0.5725,0.01554585152838428,5725.0,4275.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.9,0.4698,0.00808854831843342,4698.0,5302.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,hybrid,0.95,0.3818,0.0031430068098481367,3818.0,6182.0
17,gaussian_blur,medium,"{""sigma"":1.0}",standard_conformal,0.2,singleton_conformal,,0.5725,0.01554585152838428,5725.0,4275.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.5,0.8702,0.07963686508848544,8702.0,1298.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.6,0.778,0.05257069408740356,7780.0,2220.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.7,0.6853,0.03429155114548377,6853.0,3147.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.8,0.582,0.016494845360824795,5820.0,4180.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.9,0.4698,0.00808854831843342,4698.0,5302.0
17,gaussian_blur,medium,"{""sigma"":1.0}",temperature_scaled,,confidence_threshold,0.95,0.3818,0.0031430068098481367,3818.0,6182.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.5,0.8867,0.04454719747377922,8867.0,1133.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.6,0.8745,0.03979416809605485,8745.0,1255.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.7,0.8488,0.0331055607917059,8488.0,1512.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.8,0.7865,0.019961856325492744,7865.0,2135.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.9,0.695,0.00992805755395687,6950.0,3050.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,hybrid,0.95,0.618,0.005016181229773431,6180.0,3820.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.05,singleton_conformal,,0.8989,0.051841139170096806,8989.0,1011.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.5,0.9435,0.06486486486486487,9435.0,565.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.6,0.9062,0.04976826307658355,9062.0,938.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.7,0.8519,0.03404155417302501,8519.0,1481.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.8,0.7865,0.019961856325492744,7865.0,2135.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.9,0.695,0.00992805755395687,6950.0,3050.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,hybrid,0.95,0.618,0.005016181229773431,6180.0,3820.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.1,singleton_conformal,,0.9435,0.06486486486486487,9435.0,565.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.5,0.7772,0.01801338136901698,7772.0,2228.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.6,0.7772,0.01801338136901698,7772.0,2228.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.7,0.7772,0.01801338136901698,7772.0,2228.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.8,0.7772,0.01801338136901698,7772.0,2228.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.9,0.695,0.00992805755395687,6950.0,3050.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,hybrid,0.95,0.618,0.005016181229773431,6180.0,3820.0
17,gaussian_blur,mild,"{""sigma"":0.5}",standard_conformal,0.2,singleton_conformal,,0.7772,0.01801338136901698,7772.0,2228.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.5,0.9564,0.06994981179422832,9564.0,436.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.6,0.9062,0.04976826307658355,9062.0,938.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.7,0.8519,0.03404155417302501,8519.0,1481.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.8,0.7865,0.019961856325492744,7865.0,2135.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.9,0.695,0.00992805755395687,6950.0,3050.0
17,gaussian_blur,mild,"{""sigma"":0.5}",temperature_scaled,,confidence_threshold,0.95,0.618,0.005016181229773431,6180.0,3820.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.5,0.6632,0.0835343787696019,6632.0,3368.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.6,0.587,0.06286201022146509,5870.0,4130.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.7,0.4937,0.04476402673688473,4937.0,5063.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.8,0.3912,0.0260736196319018,3912.0,6088.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.9,0.2617,0.012609858616736691,2617.0,7383.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,hybrid,0.95,0.1718,0.008731082654249156,1718.0,8282.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.05,singleton_conformal,,0.8014,0.14586972797604192,8014.0,1986.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.5,0.6853,0.09266014883992413,6853.0,3147.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.6,0.6038,0.0687313680026499,6038.0,3962.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.7,0.4946,0.045289122523251124,4946.0,5054.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.8,0.3912,0.0260736196319018,3912.0,6088.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.9,0.2617,0.012609858616736691,2617.0,7383.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,hybrid,0.95,0.1718,0.008731082654249156,1718.0,8282.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.1,singleton_conformal,,0.6853,0.09266014883992413,6853.0,3147.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.5,0.3776,0.024099576271186418,3776.0,6224.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.6,0.3776,0.024099576271186418,3776.0,6224.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.7,0.3776,0.024099576271186418,3776.0,6224.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.8,0.3776,0.024099576271186418,3776.0,6224.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.9,0.2617,0.012609858616736691,2617.0,7383.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,hybrid,0.95,0.1718,0.008731082654249156,1718.0,8282.0
17,gaussian_blur,strong,"{""sigma"":1.5}",standard_conformal,0.2,singleton_conformal,,0.3776,0.024099576271186418,3776.0,6224.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.5,0.7195,0.10340514246004173,7195.0,2805.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.6,0.6038,0.0687313680026499,6038.0,3962.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.7,0.4946,0.045289122523251124,4946.0,5054.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.8,0.3912,0.0260736196319018,3912.0,6088.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.9,0.2617,0.012609858616736691,2617.0,7383.0
17,gaussian_blur,strong,"{""sigma"":1.5}",temperature_scaled,,confidence_threshold,0.95,0.1718,0.008731082654249156,1718.0,8282.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.5,0.8149,0.30457724874217695,8149.0,1851.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.6,0.7865,0.2925619834710744,7865.0,2135.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.7,0.7371,0.2739112739112739,7371.0,2629.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.8,0.6419,0.23570649633899365,6419.0,3581.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.9,0.5138,0.17399766446087972,5138.0,4862.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,hybrid,0.95,0.4231,0.11250295438430635,4231.0,5769.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.05,singleton_conformal,,0.8423,0.31603941588507656,8423.0,1577.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.5,0.8953,0.32826985368033057,8953.0,1047.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.6,0.8256,0.30474806201550386,8256.0,1744.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.7,0.7396,0.275013520822066,7396.0,2604.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.8,0.6419,0.23570649633899365,6419.0,3581.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.9,0.5138,0.17399766446087972,5138.0,4862.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,hybrid,0.95,0.4231,0.11250295438430635,4231.0,5769.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.1,singleton_conformal,,0.8953,0.32826985368033057,8953.0,1047.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.5,0.6302,0.2296096477308791,6302.0,3698.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.6,0.6302,0.2296096477308791,6302.0,3698.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.7,0.6302,0.2296096477308791,6302.0,3698.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.8,0.6302,0.2296096477308791,6302.0,3698.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.9,0.5138,0.17399766446087972,5138.0,4862.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,hybrid,0.95,0.4231,0.11250295438430635,4231.0,5769.0
17,gaussian_noise,medium,"{""std"":0.2}",standard_conformal,0.2,singleton_conformal,,0.6302,0.2296096477308791,6302.0,3698.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.5,0.9195,0.3357259380097879,9195.0,805.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.6,0.8256,0.30474806201550386,8256.0,1744.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.7,0.7396,0.275013520822066,7396.0,2604.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.8,0.6419,0.23570649633899365,6419.0,3581.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.9,0.5138,0.17399766446087972,5138.0,4862.0
17,gaussian_noise,medium,"{""std"":0.2}",temperature_scaled,,confidence_threshold,0.95,0.4231,0.11250295438430635,4231.0,5769.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.5,0.8387,0.08847025157982591,8387.0,1613.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.6,0.8227,0.08058830679470042,8227.0,1773.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.7,0.7945,0.06821900566393957,7945.0,2055.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.8,0.7192,0.04435483870967738,7192.0,2808.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.9,0.6211,0.019964578972790248,6211.0,3789.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,hybrid,0.95,0.5507,0.008897766479026736,5507.0,4493.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.05,singleton_conformal,,0.8493,0.09525491581302248,8493.0,1507.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.5,0.9275,0.1161185983827493,9275.0,725.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.6,0.8725,0.095243553008596,8725.0,1275.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.7,0.7971,0.06937648977543598,7971.0,2029.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.8,0.7192,0.04435483870967738,7192.0,2808.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.9,0.6211,0.019964578972790248,6211.0,3789.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,hybrid,0.95,0.5507,0.008897766479026736,5507.0,4493.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.1,singleton_conformal,,0.9275,0.1161185983827493,9275.0,725.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.5,0.7108,0.041361845807540765,7108.0,2892.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.6,0.7108,0.041361845807540765,7108.0,2892.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.7,0.7108,0.041361845807540765,7108.0,2892.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.8,0.7108,0.041361845807540765,7108.0,2892.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.9,0.6211,0.019964578972790248,6211.0,3789.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,hybrid,0.95,0.5507,0.008897766479026736,5507.0,4493.0
17,gaussian_noise,mild,"{""std"":0.1}",standard_conformal,0.2,singleton_conformal,,0.7108,0.041361845807540765,7108.0,2892.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.5,0.9478,0.12460434690863054,9478.0,522.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.6,0.8725,0.095243553008596,8725.0,1275.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.7,0.7971,0.06937648977543598,7971.0,2029.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.8,0.7192,0.04435483870967738,7192.0,2808.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.9,0.6211,0.019964578972790248,6211.0,3789.0
17,gaussian_noise,mild,"{""std"":0.1}",temperature_scaled,,confidence_threshold,0.95,0.5507,0.008897766479026736,5507.0,4493.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.5,0.8404,0.6306520704426464,8404.0,1596.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.6,0.8207,0.6287315706104545,8207.0,1793.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.7,0.784,0.6247448979591836,7840.0,2160.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.8,0.69,0.6079710144927537,6900.0,3100.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.9,0.5423,0.5683201180158584,5423.0,4577.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,hybrid,0.95,0.4261,0.5200657122741141,4261.0,5739.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.05,singleton_conformal,,0.8536,0.6326148078725398,8536.0,1464.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.5,0.9269,0.64246412773762,9269.0,731.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.6,0.8689,0.6358614339970077,8689.0,1311.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.7,0.7869,0.6257466005845724,7869.0,2131.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.8,0.69,0.6079710144927537,6900.0,3100.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.9,0.5423,0.5683201180158584,5423.0,4577.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,hybrid,0.95,0.4261,0.5200657122741141,4261.0,5739.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.1,singleton_conformal,,0.9269,0.64246412773762,9269.0,731.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.5,0.6792,0.6057126030624264,6792.0,3208.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.6,0.6792,0.6057126030624264,6792.0,3208.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.7,0.6792,0.6057126030624264,6792.0,3208.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.8,0.6792,0.6057126030624264,6792.0,3208.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.9,0.5423,0.5683201180158584,5423.0,4577.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,hybrid,0.95,0.4261,0.5200657122741141,4261.0,5739.0
17,gaussian_noise,strong,"{""std"":0.3}",standard_conformal,0.2,singleton_conformal,,0.6792,0.6057126030624264,6792.0,3208.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.5,0.9498,0.6446620341124447,9498.0,502.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.6,0.8689,0.6358614339970077,8689.0,1311.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.7,0.7869,0.6257466005845724,7869.0,2131.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.8,0.69,0.6079710144927537,6900.0,3100.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.9,0.5423,0.5683201180158584,5423.0,4577.0
17,gaussian_noise,strong,"{""std"":0.3}",temperature_scaled,,confidence_threshold,0.95,0.4261,0.5200657122741141,4261.0,5739.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.5,0.6248,0.3868437900128041,6248.0,3752.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.6,0.5315,0.33358419567262465,5315.0,4685.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.7,0.4365,0.27491408934707906,4365.0,5635.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.8,0.3356,0.20202622169249107,3356.0,6644.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.9,0.2471,0.1214083367057871,2471.0,7529.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,hybrid,0.95,0.1953,0.06707629288274453,1953.0,8047.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.05,singleton_conformal,,0.7575,0.4463366336633663,7575.0,2425.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.5,0.6685,0.3920718025430068,6685.0,3315.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.6,0.5559,0.34142831444504407,5559.0,4441.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.7,0.437,0.2748283752860412,4370.0,5630.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.8,0.3356,0.20202622169249107,3356.0,6644.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.9,0.2471,0.1214083367057871,2471.0,7529.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,hybrid,0.95,0.1953,0.06707629288274453,1953.0,8047.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.1,singleton_conformal,,0.6685,0.3920718025430068,6685.0,3315.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.5,0.3258,0.19367710251688153,3258.0,6742.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.6,0.3258,0.19367710251688153,3258.0,6742.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.7,0.3258,0.19367710251688153,3258.0,6742.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.8,0.3258,0.19367710251688153,3258.0,6742.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.9,0.2471,0.1214083367057871,2471.0,7529.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,hybrid,0.95,0.1953,0.06707629288274453,1953.0,8047.0
17,rotation,medium,"{""degrees"":20.0}",standard_conformal,0.2,singleton_conformal,,0.3258,0.19367710251688153,3258.0,6742.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.5,0.7119,0.40820339935384187,7119.0,2881.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.6,0.5559,0.34142831444504407,5559.0,4441.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.7,0.437,0.2748283752860412,4370.0,5630.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.8,0.3356,0.20202622169249107,3356.0,6644.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.9,0.2471,0.1214083367057871,2471.0,7529.0
17,rotation,medium,"{""degrees"":20.0}",temperature_scaled,,confidence_threshold,0.95,0.1953,0.06707629288274453,1953.0,8047.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.5,0.7856,0.0865580448065173,7856.0,2144.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.6,0.7416,0.06863538295577132,7416.0,2584.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.7,0.6739,0.049562249591927565,6739.0,3261.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.8,0.5744,0.02506963788300831,5744.0,4256.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.9,0.4645,0.010118406889128129,4645.0,5355.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,hybrid,0.95,0.391,0.004859335038363222,3910.0,6090.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.05,singleton_conformal,,0.8318,0.11108439528732872,8318.0,1682.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.5,0.8412,0.10152163575844031,8412.0,1588.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.6,0.7681,0.07668272360369743,7681.0,2319.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.7,0.6755,0.049888971132494464,6755.0,3245.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.8,0.5744,0.02506963788300831,5744.0,4256.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.9,0.4645,0.010118406889128129,4645.0,5355.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,hybrid,0.95,0.391,0.004859335038363222,3910.0,6090.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.1,singleton_conformal,,0.8412,0.10152163575844031,8412.0,1588.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.2,hybrid,0.5,0.5635,0.022715173025732005,5635.0,4365.0
17,rotation,mild,"{""degrees"":10.0}",standard_conformal,0.2,hybrid,0.6,0.5635,0.022715173025732005,5635.0,4365.0
