shift_name,severity_name,method_name,alpha,abstention_policy,abstention_threshold,metric_name,seed_count,expected_seed_count,complete_group,mean,std,ci_lower,ci_upper
brightness_contrast,increased_contrast,standard_conformal,0.05,,,empty_set_rate,3,3,True,0.0002666666666666667,0.00020816659994661328,-0.00025044783458755954,0.0007837811679208929
brightness_contrast,increased_contrast,standard_conformal,0.05,,,median_set_size,3,3,True,1.0,0.0,1.0,1.0
brightness_contrast,increased_contrast,standard_conformal,0.05,,,multiclass_set_rate,3,3,True,0.08976666666666666,0.005750072463311508,0.07548269481525743,0.10405063851807589
brightness_contrast,increased_contrast,standard_conformal,0.05,,,singleton_set_rate,3,3,True,0.9099666666666667,0.005542863279328962,0.8961974309634095,0.9237359023699239
brightness_contrast,increased_contrast,standard_conformal,0.05,,,worst_class_coverage,3,3,True,0.832,0.007000000000000007,0.8146110360177476,0.8493889639822523
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,abstention_rate,3,3,True,0.04016666666666667,0.003594903800289146,0.031236430566253824,0.049096902767079516
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,acceptance_rate,3,3,True,0.9598333333333334,0.0035949038002891487,0.9509030972329205,0.9687635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,number_abstained,3,3,True,401.6666666666667,35.94903800289144,312.3643056625383,490.96902767079507
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,number_accepted,3,3,True,9598.333333333334,35.94903800289145,9509.030972329205,9687.635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,selective_accuracy,3,3,True,0.9294448571066919,0.00519858400866723,0.9165308585230594,0.9423588556903244
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.5,selective_risk,3,3,True,0.07055514289330818,0.00519858400866723,0.05764114430967571,0.08346914147694065
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,abstention_rate,3,3,True,0.0741,0.0025514701644346145,0.06776179674412215,0.08043820325587785
